NUTS_ID,CNTR_CODE,NUTS_NAME
UKL14,UK,South West Wales
UKL15,UK,Central Valleys
UKL16,UK,Gwent Valleys
UKL17,UK,Bridgend and Neath Port Talbot
UKL18,UK,Swansea
UKL2,UK,East Wales
UKL21,UK,Monmouthshire and Newport
UKL22,UK,Cardiff and Vale of Glamorgan
UKL23,UK,Flintshire and Wrexham
UKL24,UK,Powys
UKM,UK,Scotland
UKM1,UK,North Eastern Scotland
UKM10,UK,"Aberdeen City, Aberdeenshire and North East Moray"
UKM2,UK,Eastern Scotland
UKM21,UK,Angus and Dundee City
UKM22,UK,Clackmannanshire and Fife
UKM23,UK,East Lothian and Midlothian
UKM24,UK,"Scottish Borders, The"
UKM26,UK,Falkirk
UKM27,UK,Perth and Kinross and Stirling
UKM28,UK,West Lothian
UKM3,UK,South Western Scotland
UKM31,UK,"East and West Dunbartonshire, Helensburgh and Lomond"
UKM32,UK,Dumfries and Galloway
PT2,PT,Região Autónoma dos Açores
PT20,PT,Região Autónoma dos Açores
PT200,PT,Região Autónoma dos Açores
PT3,PT,Região Autónoma da Madeira
PT30,PT,Região Autónoma da Madeira
PT300,PT,Região Autónoma da Madeira
RO,RO,Romania
BG415,BG,Kyustendil
BG42,BG,Yuzhen tsentralen
BG421,BG,Plovdiv
BG422,BG,Haskovo
BG423,BG,Pazardzhik
BG424,BG,Smolyan
BG425,BG,Kardzhali
RO1,RO,Macroregiunea unu
RO11,RO,Nord-Vest
RO111,RO,Bihor
RO112,RO,Bistriţa-Năsăud
RO113,RO,Cluj
RO114,RO,Maramureş
RO115,RO,Satu Mare
RO116,RO,Sălaj
RO12,RO,Centru
RO121,RO,Alba
RO122,RO,Braşov
RO123,RO,Covasna
RO124,RO,Harghita
RO125,RO,Mureş
RO126,RO,Sibiu
SE,SE,Sverige
SE0,SE,Sverige
SE01,SE,Stockholm
SE010,SE,Stockholms län
SE021,SE,Uppsala län
SE022,SE,Södermanlands län
SE023,SE,Östergötlands län
SE024,SE,Örebro län
SE025,SE,Västmanlands län
SE04,SE,Sydsverige
SE041,SE,Blekinge län
SE044,SE,Skåne län
SE06,SE,Norra Mellansverige
SE061,SE,Värmlands län
SE062,SE,Dalarnas län
SE063,SE,Gävleborgs län
SE07,SE,Mellersta Norrland
RO2,RO,Macroregiunea doi
RO21,RO,Nord-Est
RO211,RO,Bacău
RO212,RO,Botoşani
RO213,RO,Iaşi
RO214,RO,Neamţ
RO215,RO,Suceava
RO216,RO,Vaslui
RO22,RO,Sud-Est
RO221,RO,Brăila
RO222,RO,Buzău
RO223,RO,Constanţa
RO224,RO,Galaţi
RO225,RO,Tulcea
RO226,RO,Vrancea
RO3,RO,Macroregiunea trei
RO31,RO,Sud - Muntenia
RO311,RO,Argeş
RO312,RO,Călăraşi
SE071,SE,Västernorrlands län
SE072,SE,Jämtlands län
SE08,SE,Övre Norrland
SE081,SE,Västerbottens län
FR722,FR,Cantal
FR723,FR,Haute-Loire
FR8,FR,Méditerranée
FR81,FR,Languedoc-Roussillon
FR811,FR,Aude
FR812,FR,Gard
FR813,FR,Hérault
FR814,FR,Lozère
FR815,FR,Pyrénées-Orientales
FR82,FR,Provence-Alpes-Côte d'Azur
FR821,FR,Alpes-de-Haute-Provence
FR822,FR,Hautes-Alpes
FR823,FR,Alpes-Maritimes
FR824,FR,Bouches-du-Rhône
FR826,FR,Vaucluse
FR83,FR,Corse
FR831,FR,Corse-du-Sud
FR9,FR,Départements D'Outre-Mer
FR91,FR,Guadeloupe
FR910,FR,Guadeloupe
FR92,FR,Martinique
FR920,FR,Martinique
FR93,FR,Guyane
FR930,FR,Guyane
FR94,FR,Réunion
FR940,FR,Réunion
GR,GR,Ellada
GR11,GR,"Anatoliki Makedonia, Thraki"
GR111,GR,Evros
GR112,GR,Xanthi
GR113,GR,Rodopi
GR114,GR,Drama
GR115,GR,Kavala
GR12,GR,Kentriki Makedonia
GR121,GR,Imathia
GR122,GR,Thessaloniki
GR123,GR,Kilkis
GR124,GR,Pella
GR126,GR,Serres
GR127,GR,Chalkidiki
GR13,GR,Dytiki Makedonia
GR131,GR,Grevena
GR132,GR,Kastoria
GR133,GR,Kozani
GR14,GR,Thessalia
GR141,GR,Karditsa
GR142,GR,Larisa
GR143,GR,Magnisia
GR144,GR,Trikala
GR2,GR,Kentriki Ellada
GR21,GR,Ipeiros
GR212,GR,Thesprotia
GR213,GR,Ioannina
GR214,GR,Preveza
GR22,GR,Ionia Nisia
GR222,GR,Kerkyra
GR223,GR,Kefallinia
GR224,GR,Lefkada
GR23,GR,Dytiki Ellada
GR231,GR,Aitoloakarnania
GR232,GR,Achaia
GR233,GR,Ileia
GR24,GR,Sterea Ellada
GR242,GR,Evvoia
GR243,GR,Evrytania
GR244,GR,Fthiotida
GR245,GR,Fokida
GR25,GR,Peloponnisos
GR251,GR,Argolida
GR252,GR,Arkadia
GR254,GR,Lakonia
GR255,GR,Messinia
GR3,GR,Attiki
GR30,GR,Attiki
GR300,GR,Attiki
GR4,GR,"Nisia Aigaiou, Kriti"
GR41,GR,Voreio Aigaio
GR411,GR,Lesvos
GR413,GR,Chios
GR42,GR,Notio Aigaio
GR421,GR,Dodekanisos
GR422,GR,Kyklades
GR43,GR,Kriti
GR431,GR,Irakleio
GR433,GR,Rethymni
GR434,GR,Chania
HR,HR,Hrvatska
HR0,HR,Hrvatska
HU,HU,Magyarország
HU1,HU,Közép-Magyarország
HU10,HU,Közép-Magyarország
HU101,HU,Budapest
HU102,HU,Pest
HU2,HU,Dunántúl
HU21,HU,Közép-Dunántúl
HU211,HU,Fejér
HU212,HU,Komárom-Esztergom
